Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","1989","1989","100 g/ha","52646","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","1990","1990","100 g/ha","56524","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","1991","1991","100 g/ha","60582","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","1992","1992","100 g/ha","61091","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","1993","1993","100 g/ha","70242","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","1994","1994","100 g/ha","52838","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","1995","1995","100 g/ha","54242","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","1996","1996","100 g/ha","75713","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","1997","1997","100 g/ha","75581","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","1998","1998","100 g/ha","66999","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","1999","1999","100 g/ha","106128","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2000","2000","100 g/ha","86768","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2001","2001","100 g/ha","94926","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2002","2002","100 g/ha","96467","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2003","2003","100 g/ha","99727","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2004","2004","100 g/ha","105277","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2005","2005","100 g/ha","95090","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2006","2006","100 g/ha","99390","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2007","2007","100 g/ha","100027","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2008","2008","100 g/ha","100427","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2009","2009","100 g/ha","84520","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2010","2010","100 g/ha","94526","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2011","2011","100 g/ha","93193","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2012","2012","100 g/ha","89701","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2013","2013","100 g/ha","89859","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2014","2014","100 g/ha","91021","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2015","2015","100 g/ha","87822","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2016","2016","100 g/ha","90733","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2017","2017","100 g/ha","96238","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2018","2018","100 g/ha","103236","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2019","2019","100 g/ha","95963","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2020","2020","100 g/ha","97507","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01241.90","Other beans, green","2021","2021","100 g/ha","99142","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1990","1990","100 g/ha","75000","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1991","1991","100 g/ha","80000","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1992","1992","100 g/ha","171579","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1993","1993","100 g/ha","177600","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1994","1994","100 g/ha","102430","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1995","1995","100 g/ha","137459","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1996","1996","100 g/ha","139900","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1997","1997","100 g/ha","74720","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1998","1998","100 g/ha","115341","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1999","1999","100 g/ha","109924","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2000","2000","100 g/ha","117381","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2001","2001","100 g/ha","116869","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2002","2002","100 g/ha","106689","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2003","2003","100 g/ha","138156","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2004","2004","100 g/ha","124752","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2005","2005","100 g/ha","132385","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2006","2006","100 g/ha","139472","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2007","2007","100 g/ha","136348","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2008","2008","100 g/ha","183316","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2009","2009","100 g/ha","173959","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2010","2010","100 g/ha","96305","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2011","2011","100 g/ha","126411","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2012","2012","100 g/ha","122398","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2013","2013","100 g/ha","108483","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2014","2014","100 g/ha","122548","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2015","2015","100 g/ha","123011","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2016","2016","100 g/ha","191703","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","100 g/ha","215268","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","100 g/ha","218119","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2019","2019","100 g/ha","231034","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","100 g/ha","226007","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","100 g/ha","230059","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1983","1983","100 g/ha","50204","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1985","1985","100 g/ha","100000","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1986","1986","100 g/ha","111335","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1987","1987","100 g/ha","148586","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1988","1988","100 g/ha","173992","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1989","1989","100 g/ha","93579","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1990","1990","100 g/ha","111968","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1991","1991","100 g/ha","119135","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1992","1992","100 g/ha","60676","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1993","1993","100 g/ha","67182","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1994","1994","100 g/ha","87054","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1995","1995","100 g/ha","81711","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1996","1996","100 g/ha","100294","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1997","1997","100 g/ha","79743","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1998","1998","100 g/ha","51887","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","1999","1999","100 g/ha","51163","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2000","2000","100 g/ha","50725","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2001","2001","100 g/ha","51136","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2002","2002","100 g/ha","50397","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2003","2003","100 g/ha","50633","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2004","2004","100 g/ha","50602","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2005","2005","100 g/ha","50575","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2006","2006","100 g/ha","50400","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2007","2007","100 g/ha","50467","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2008","2008","100 g/ha","50035","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2009","2009","100 g/ha","49720","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2010","2010","100 g/ha","50443","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2011","2011","100 g/ha","50417","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2012","2012","100 g/ha","50690","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2013","2013","100 g/ha","47466","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2014","2014","100 g/ha","45326","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2015","2015","100 g/ha","45949","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2016","2016","100 g/ha","44445","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2017","2017","100 g/ha","43076","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2018","2018","100 g/ha","43767","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2019","2019","100 g/ha","44580","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2020","2020","100 g/ha","44180","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01329","Other citrus fruit, n.e.c.","2021","2021","100 g/ha","43781","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1961","1961","100 g/ha","117317","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1962","1962","100 g/ha","74471","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1963","1963","100 g/ha","74462","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1964","1964","100 g/ha","75111","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1965","1965","100 g/ha","76889","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1966","1966","100 g/ha","77476","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1967","1967","100 g/ha","81075","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1968","1968","100 g/ha","83473","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1969","1969","100 g/ha","79805","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1970","1970","100 g/ha","80425","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1971","1971","100 g/ha","77145","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1972","1972","100 g/ha","78756","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1973","1973","100 g/ha","80030","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1974","1974","100 g/ha","70284","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1975","1975","100 g/ha","70131","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1976","1976","100 g/ha","71556","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1977","1977","100 g/ha","67089","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1978","1978","100 g/ha","71132","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1979","1979","100 g/ha","59413","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1980","1980","100 g/ha","58524","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1981","1981","100 g/ha","63070","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1982","1982","100 g/ha","56751","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1983","1983","100 g/ha","87853","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1984","1984","100 g/ha","82657","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1985","1985","100 g/ha","106039","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1986","1986","100 g/ha","88704","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1987","1987","100 g/ha","81575","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1988","1988","100 g/ha","75292","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1989","1989","100 g/ha","79603","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1990","1990","100 g/ha","88819","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1991","1991","100 g/ha","67953","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1992","1992","100 g/ha","60324","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1993","1993","100 g/ha","58031","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1994","1994","100 g/ha","64093","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1995","1995","100 g/ha","46439","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1996","1996","100 g/ha","70368","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1997","1997","100 g/ha","73240","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1998","1998","100 g/ha","70588","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","1999","1999","100 g/ha","69000","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2000","2000","100 g/ha","69565","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2001","2001","100 g/ha","68761","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2002","2002","100 g/ha","68765","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2003","2003","100 g/ha","68778","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2004","2004","100 g/ha","69565","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2005","2005","100 g/ha","68860","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2006","2006","100 g/ha","68961","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2007","2007","100 g/ha","69034","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2008","2008","100 g/ha","69097","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2009","2009","100 g/ha","70015","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2010","2010","100 g/ha","68729","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2011","2011","100 g/ha","68378","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2012","2012","100 g/ha","67857","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2013","2013","100 g/ha","67857","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2014","2014","100 g/ha","69150","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2015","2015","100 g/ha","69209","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2016","2016","100 g/ha","65613","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2017","2017","100 g/ha","68258","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2018","2018","100 g/ha","67689","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2019","2019","100 g/ha","67189","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2020","2020","100 g/ha","67713","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01359.90","Other fruits, n.e.c.","2021","2021","100 g/ha","67530","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1961","1961","100 g/ha","46800","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1962","1962","100 g/ha","44141","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1963","1963","100 g/ha","44900","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1964","1964","100 g/ha","46002","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1965","1965","100 g/ha","49399","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1966","1966","100 g/ha","48859","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1967","1967","100 g/ha","42387","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1968","1968","100 g/ha","44819","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1969","1969","100 g/ha","32318","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1970","1970","100 g/ha","42667","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1971","1971","100 g/ha","29271","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1972","1972","100 g/ha","17400","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1973","1973","100 g/ha","17700","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1974","1974","100 g/ha","17456","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1975","1975","100 g/ha","15640","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1976","1976","100 g/ha","12671","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1977","1977","100 g/ha","9266","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1978","1978","100 g/ha","12901","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1979","1979","100 g/ha","13492","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1980","1980","100 g/ha","7967","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1981","1981","100 g/ha","9232","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1982","1982","100 g/ha","8651","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1983","1983","100 g/ha","12491","E","Estimated value"
